Round,A,B,C,D,E,F,Leader
49,2.503303299244045,0.32624573402857765,1.6164964615089386,5.468150748154512,6.859953051297376,2.0963775612611792,E
50,5.595049604456507,1.0258553164773176,3.763298916279933,6.631123967848062,3.009217481438823,0.5767826052503321,D
51,4.15348792047203,0.02235440587066132,1.3177881713938493,2.0638048990987996,4.173426038265464,1.3583397222023001,E
52,1.217119995350139,1.62813532293878,2.691989602650985,0.8278127587173938,1.836491386141679,4.995670289480923,F
53,4.4520448453128445,1.50119589607131,3.4690777632226193,5.6257967641138045,1.558528645759572,0.916205589234002,D
54,2.8776933066396446,1.3002494069531307,0.7486461047393594,0.4961371984505247,6.275077064776326,3.8710143767082403,E
55,2.6773247541257064,0.4511943707137163,1.6761751711893969,2.4969755144757726,1.6424258898981545,4.618527369869924,F
56,4.16067880093416,2.2183325381542764,4.07654700416774,5.473874546614696,2.159256173206261,2.4228846418662364,D
57,7.207660700354363,0.2583432474141996,2.3726822745136267,2.233033420744043,1.0060512492326916,2.117223221427312,A
58,0.031456986741576175,3.5490330931937533,0.005530030231690237,1.6139793252552466,0.2858811778643459,4.176911769909148,F
59,1.3626062231011893,2.116458249879094,2.7420767717039674,0.323226427602359,4.443349781966289,2.2328385549775382,E
60,0.030570697894565572,2.12420288809515,4.854252888270746,6.311825266765345,1.9802602863777181,0.6828023425707826,D
61,A
Stakes,5,1.2,2.4,10,15,9
62,0.7717321869900174,2.4907649955088216,4.864773049316883,0.8031376553133864,4.810516869874673,4.289309438916818,C
63,0.5013210153327446,2.761631348449096,1.2897183450102194,3.48303263485001,4.730142162833463,4.762628491071515,F
64,2.2503225716068735,5.892997774354886,1.124701172080968,2.8483516528767443,0.610355123496508,1.3622174099123632,B
65,0.32508983707014927,0.9955839544527425,0.888003445572416,3.818462970889505,1.9904568304026853,0.5483882426005262,D
66,1.30051256525167,2.1724494367836975,1.6692576266220922,3.129118081087627,5.271298392496015,0.460437555818061,E
67,2.424165904012961,1.4653058112116024,2.35779917216717,1.9962157283750237,2.699863692367328,5.285235246404248,F
68,3.00992051982249,2.808323270119425,1.9886758426222053,4.358963979393017,3.142831504252552,0.08590692091709543,D
69,3.9318968351378283,2.0710095045102244,4.579565074187075,2.425706888139294,1.5538476270388923,1.3422167682538277,C
70,2.3042047639440986,0.7441238482003646,0.2372507546324094,4.825445585378854,5.073334091023816,5.10497456818052,F
71,0.5146476046478767,3.6061330740920243,1.7743918639670953,0.9722632726192463,0.7403457284245599,2.671311562758629,B
72,3.7819273412481498,0.3660489589508814,3.411200772886612,3.928362781850137,3.995764293295619,0.3544160919829827,E
73,3.6360179991289714,2.0261387418646946,2.90690633955591,8.096422398644279,2.103903540409237,1.127491997525749,D
74,1.5279982261512295,0.3996947367330443,0.3528980394962775,0.17962902869508682,5.049455477345558,3.8207972399220997,E
75,0.8891547112855851,1.8366138702003953,3.0168869008132235,5.1440147846432005,0.04327748381027811,7.216179225695485,F
76,1.575509070758357,4.019653322261172,4.754039918762994,4.268021035600365,2.7659105534852007,1.4783458348730092,C
77,0.8824576164211038,1.0557262820263686,1.3093425436542447,5.677132682934647,0.36047747186229884,3.725455892491141,D
78,0.766230256013295,3.45304048101897,0.5045813869559591,3.099147277670362,4.934517380551952,1.5776814813205389,E
79,2.9084232414666484,0.30256930516972996,2.9474162122076355,1.398794920674514,3.0599948894428013,2.825609623312806,E
80,5.466969762894532,3.4420619653466655,2.1391527062607185,3.202141876385413,1.4827101462651064,4.201612006453568,A
81,0.2251578390816897,3.7718600401904956,4.253815283734581,4.782918437736095,2.3952960485482877,7.565785779775578,F
82,0.24203225262786948,5.518063655062397,0.49237701580567955,2.4189772927615687,6.075743419682283,1.241795248906355,E
83,1.7195387480240698,0.6175711608538007,1.1438334231191642,3.6067032440015336,0.2375573397635115,5.06474202285351,F
84,1.1357322883005685,5.390737485959265,6.333879992711485,9.568208706428745,5.076680942956065,1.8218937289316175,D
85,1.5526925740624924,1.1927724638372135,6.638123783634609,1.9400350190074294,3.506519460839829,3.706997871072828,C
86,2.6705893180313347,3.174027176646586,1.0290855477888905,0.5947218209318837,2.1119202787183684,2.472825561349179,B
87,3.3980368005407873,0.1495472197535862,0.32632572587130226,3.305804944451005,5.750691623380629,0.8328566422179394,E
88,3.6140358809258486,2.0805995305436547,3.5888492376344625,2.8275526575431864,3.660057471122602,6.629936789021983,F
89,2.811046215703852,1.7035745852509647,4.635191637144904,2.7809082209443856,4.831549247820649,1.2491019052790155,E
90,2.1441824168766197,2.527761789103138,0.6704934355375185,8.961205950612285,3.124438357137789,1.3607133817007753,D
91,2.0651720937812104,1.1288859330564383,3.6312772947166057,2.648591419781816,5.624605315049678,2.8279354922031157,E
92,4.716913513625901,3.5811739187455425,2.596686258880697,5.316902995003298,2.539360697384917,2.6477730302384974,D
93,6.671969633648762,2.5017556217885684,5.654560113299908,1.98837400898815,4.307040646232847,6.066951213220164,A
94,0.121945643780532,2.7214045490346352,3.713852818440663,2.6297005518619945,0.3148481176776361,1.114134737692058,C
95,1.5801459597878749,4.726178307108885,1.0721107050998862,5.051038126304885,8.14579830417476,2.149051552942326,E
96,2.9466461503886436,2.2794888508413016,2.619734523372877,5.326905040671273,3.347972873096287,3.2243461155886717,D
97,1.497445861214015,4.398830417730297,0.48921992254920843,3.2835202515330257,2.5260436004955586,5.69916276586773,F
98,3.881614806630272,2.3352810402860342,0.3654452210618383,0.056187463647175064,4.610637008373251,1.2277957081586905,E
99,5.937895652062269,0.2878298615787516,0.19875376831770492,0.298613694078606,2.711111068077347,3.310850028382985,A
100,0.9616327720667813,3.8060946585615536,3.086216792879725,7.824568113487817,4.842962919816947,5.929622395817124,D
101,3.2094754446605975,1.2134651645839796,2.632251239624009,2.630008887970945,3.5115806316670377,7.5026639603088245,F
102,3.0902862744666777,5.593038402282577,3.2730610485284095,1.7907470558203897,3.1444500716526136,1.614817190293159,B
103,2.097227384565159,0.43268669293614587,4.9781330775584225,5.77604989122248,8.456933649857582,2.672368765311153,E
104,1.0418194226243225,2.203345178534449,5.518894379831904,5.094794531608696,3.405737970243658,3.4397529239401186,C
105,0.6829323251157686,3.2772918529064783,2.109830611021272,4.814832816422493,3.1173060035989515,7.447445693988506,F
106,3.4060820785071435,3.6946264170435303,2.1711418126097617,6.1525197690847495,7.9097907157088345,1.0506960820513103,E
107,0.4692093228352149,3.2024136947413253,3.76295275626072,2.2514163982757522,3.3635945803201928,2.954566822892599,C
108,7.442729767809986,1.123373872818599,2.092766503608322,6.603324697814883,3.6718478897340527,3.2002859986692513,A
109,0.8906729661171093,4.10395305231937,1.1372543481526154,0.29304203268307644,2.5808649314602565,6.087525782163651,F
110,2.8710144520741667,1.8316139506462656,4.235228976722371,4.871312573332526,5.8764239640419795,2.22265535957872,E
111,4.417561199274269,4.455828754182796,3.0951741978842455,1.4409390461980371,1.8236736162238947,2.6738831718500653,B
112,2.2808190044617946,0.5576636113262452,0.0648334758623065,10.49789700938613,3.35451747109841,2.2473897587250073,D
113,5.951219619180089,0.9993855665802631,1.476019668448078,1.5814537817203973,0.7314927203289509,0.6179917918842288,A
114,1.5088669052754522,3.143102349493892,6.054921300453158,5.131288226325882,7.512862885473463,1.9258848901410641,E
115,2.808690263257055,3.0853354120557586,2.0530832618383092,6.017892930723496,1.993950737163702,2.365047907786826,D
116,4.030220621132165,0.08780838882297391,2.4397896650102227,2.6314011234700927,6.047013510789903,3.529139792985604,E
117,1.3299962606930715,1.5689005474292343,6.118028484193524,2.052257752880783,3.1673506099464603,1.315549812596137,C
118,4.662119134478751,1.226699444910959,1.9178940604960861,0.5267767672131813,2.916702537797238,7.5283426405633875,F
119,0.07893653819154166,4.7887689582677435,0.16070688057618557,1.1284037829468787,5.4869651212381525,2.336059919708053,E
120,3.605464578012972,4.553279132320148,1.8291004070156727,0.32386016683629426,0.39971890194053394,3.488171603304388,B
121,2.5066845370378923,0.939436917754801,3.8538741404710515,9.967699632857775,1.1726613509613057,0.06037195817514685,D
122,6.144429474671888,1.1368401136874722,3.236141584937339,1.6777746516263135,7.973111472385708,2.987220643026262,E
123,7.051083772167104,2.8265521390798267,0.10938545932925724,3.7875318429536957,3.1329198898355823,7.19555466248009,F
124,A
Stakes,6,2.2,3.4,11,16,10
125,0.9314696974255964,2.711683493617866,7.106970289213774,5.4977582080323995,4.417261836924902,2.506753308038757,C
126,1.6937295717874965,3.718414029055342,2.1740706792557445,4.092632374790036,3.565908688392084,5.293354652085179,F
127,1.324642759734799,2.51524577695919,2.70060033079679,9.190052078025165,8.255124048008588,2.9638004433313507,D
128,1.8497741028527193,1.3745840862340637,3.5085578109804763,0.6324246441746038,2.7570945198818873,0.9152244454754704,C
129,0.31400447134271603,1.0337058140500484,1.6580730339267495,0.7540340217321919,1.2907715472697718,1.3771239220540934,C
130,0.5767248806149945,0.9864340728357751,0.7591391045002566,1.3607375861789825,8.527007872641976,3.6612122286425834,E
131,1.2524318179226077,4.113581991200418,0.7264425171775399,5.461548796664221,3.895362110230407,7.677027215880843,F
132,1.8473350282406755,5.930893185393131,2.750868299722875,8.794038588243001,0.40295878263820023,1.7227817140312105,D
133,2.0577357893304264,2.047241233159948,0.2033288630315822,2.352970622027193,4.98242105326015,4.6481322384923915,E
134,1.6899494900155156,6.5465481388213655,1.9376988286148498,0.8960736634600125,3.061616410831836,4.596738117430458,B
135,C
Stakes,5,3.4000000000000004,4.6,12.2,17.2,11.2
136,1.9000745833512436,0.44685204596806505,1.1163228035967785,3.8143274121559423,0.0499787159108509,3.1589071135750975,D
137,3.293850490414171,3.3845238081674682,1.8569883701152021,3.279956036627104,8.20373237793127,9.664667228025843,F
138,2.643473679719696,0.0783384563474172,0.3199469622015861,4.931328964175387,3.0878515542667717,1.8927452987497546,D
139,3.0598619228462454,3.6286490237213718,0.9098577826075015,1.5409926476655027,11.181830819528997,3.6100845194587663,E
140,6.355410959852315,5.371732734431294,3.3224785332245497,3.8253820412736212,0.19998070293441034,3.735932723831164,A
141,0.5476660679875892,3.3671154886848056,0.432260994451959,3.591662654241824,2.0315185502534026,0.009158630554522948,D
142,C
Stakes,5.92,4.32,6,13.12,18.119999999999997,12.12
143,0.9273156190983989,6.527798044299811,0.769123776502549,0.14685895910751834,2.4245305726188193,3.567177020957412,B
144,1.4424989177863,2.2596367613689172,0.2161425674441968,3.521489443487431,4.1488251616476175,4.037587467122231,E
145,0.7609971578001552,0.045586507558681356,0.4390039646313746,7.25591126254608,3.367913983685007,0.8261610045035461,D
146,2.845839661961775,5.102841897657208,2.1349533015405537,3.6817820078729193,3.6095473597445045,8.134071179632022,F
147,0.9610448507277662,2.6425532140717984,2.2397338364465247,2.001439504526619,8.117126415575282,1.4518341088900424,E
148,0.3239029912680179,6.31479652778468,3.3681132779007723,0.40369090133462887,3.0741201053638383,0.7556394941682576,B
149,4.3766673518972485,2.331737444569004,0.17816826915968134,1.4728657056685508,6.140742993198833,6.527814927416564,F
150,3.650662539230967,0.8254091255158192,2.268874629686748,9.003170529913305,6.361123848970038,1.3725752419416553,D
151,1.0816439720264814,5.348231995706518,2.4098699908955523,3.9513762601686406,1.1616691696654564,0.890457545290849,B
152,3.803537305857678,1.0931463291961412,3.5595991910455016,3.6407928767509716,9.762665923493193,2.73687571372389,E
153,0.8905021029535841,3.3037492078525794,4.479872538754074,0.7912410703813791,3.845590902151354,7.449244208161133,F
154,3.1904488781196796,1.164159069060059,2.129049850563557,2.4020972503735636,0.8981181735853567,0.23224243859617805,A
155,1.7420829100436404,3.711755831934719,1.4965552692539077,3.789784353247202,8.255568973543285,1.3789821426024393,E
156,2.9122409614185276,3.192744380717148,2.932820942829784,8.184794132360055,2.0282166922816947,6.751145429939507,D
157,3.3794025388225424,6.700592779281647,4.90395757540232,2.903265320273115,2.073007181993274,8.009457778618325,F
158,4.412660566253338,5.6051471057015645,0.7304336900802997,3.6663128457499217,1.8905213504633347,1.6842183256806351,B
159,4.504822735410557,2.4837889773007937,1.960788921315874,0.9516223855845258,1.6203928025545384,0.5627764585373711,A
160,0.5916810939413316,2.6984709375576483,5.980399901122107,4.105155268088936,0.14229615030059614,7.413977714653766,F
161,2.197974520506933,1.1039112688835582,2.8606705639153738,2.488725868780125,6.747664645540331,0.15049567466923575,E
162,0.4228533696100661,1.6526363949709464,5.793151036581902,9.432879229803051,1.0842254854446751,1.5045862643175465,D
163,4.307152259548075,5.907530755987039,1.7216622460187279,0.1413888257478728,4.905083903724161,0.74040628797349,B
164,2.467716761831335,0.4341194590842719,1.8161287879780865,5.954773049486752,8.163756584451368,1.2377383338104293,E
165,4.809537451661632,0.7090903423584319,2.9939546977083964,0.7854675263057006,0.033508054842941955,5.483209299660514,F
166,3.0017098737113725,4.9472106494794925,1.552061395323568,0.12282532471423606,3.642906778260192,3.6917989110562988,B
167,6.029067626715659,1.0049187741910046,0.6668547087743837,4.678782000886413,3.3617102308481686,5.203743162533627,A
168,1.4807963534185322,2.2171221575722906,1.0315928680999933,7.77008754222422,6.58674862546284,0.20717566069615043,D
169,1.4116220354393436,4.113766067914396,3.974318957954635,1.9597694795283627,11.463836562589123,4.065853440603132,E
170,2.120510102436619,2.3971683026328687,6.4567615448759845,1.40075152550715,1.1129957191342035,3.656986463512379,C
171,2.9868211724935,5.021583526898261,0.27790043165299605,5.333661536765186,5.712360733904731,11.19269998679604,F
172,3.7019054459558554,5.279465590393528,2.1449476242824397,7.959516303883102,6.6412254240488595,0.323231733035308,D
173,6.329863906281223,1.861755765792055,2.2779092719206098,2.7167936903009577,8.86844106275254,2.245182473296842,E
174,2.196638898503109,3.701646988670323,0.23776097494528764,0.08842262176020667,4.338566935380461,7.079713400229062,F
175,1.3797031410967382,3.273952282878973,3.320347802456256,4.435472759517128,2.6525743494668665,2.3005647241807985,D
176,6.990036588835794,6.493710636226163,2.207227079099092,2.2015487891679593,7.343612924993791,1.7584577902632703,E
177,7.582221516086952,7.531322730644017,1.783145086297239,3.0277829107434187,0.5939609665121576,7.32235120888319,A
178,A
Stakes,7.12,5.5200000000000005,3,14.319999999999999,19.319999999999997,13.319999999999999
179,0.1359142366692608,11.91189003625064,2.0540992610668165,5.8013079173742526,3.908349440008458,2.548880623706083,B
180,0.24951646185520154,2.0589756783928714,3.5044437122036145,7.044325903848694,3.5683426117700616,9.123910487092331,F
181,0.14162571198265575,2.04066200058447,3.2380390768444656,4.713410880582996,7.914241577126799,0.47788002350873005,E
182,0.6491839358732827,1.9990067471475792,3.8362525816139272,10.671336250565338,4.241886690972639,2.6810494900413078,D
183,0.4169395718680816,5.186492934692826,2.657529805555764,1.143192398682884,6.645112236224664,8.336099354600078,F
184,1.0335162762923025,0.27088895194429674,3.6246019942687036,4.340411481942827,4.397403655974448,1.2462458659624236,E
185,1.1112490202282215,1.4085292883842286,6.717642369764601,6.22627484650354,2.074785448910875,2.3027075816570353,C
186,0.09687965442661339,3.4894535464096403,0.3116737142582855,7.731110639867804,7.490658448289906,7.484031015117018,D
187,1.2521831192181978,2.5816997164327486,0.08169994242675921,1.811475213805303,3.9165530959510124,6.659397723527916,F
188,1.0980036807487767,1.428767894831558,0.7529708879241568,1.868336428794876,6.226267978283942,0.49959723958911606,E
189,1.5716059268856608,11.001304674295575,1.7101102915022495,0.22596349522676748,3.183738493192993,4.142757988937158,B
190,1.1603968308350623,0.607957993172927,0.7266824957699374,10.169407072508037,5.903628978714815,0.521434435751119,D
191,0.04309222502206119,4.566626608034064,4.746027681553444,1.6784359799375075,1.9173744781604456,1.3365475521635275,C
192,1.9610450449906305,5.928824431274501,1.0691976158583782,1.035297772941079,6.964989374171768,8.185980474817471,F
193,1.194558652484158,4.0191435103099185,0.9506839194365659,0.7320993998431595,8.161768581850415,4.0743344597377815,E
194,0.30978040462559103,1.05099486486821,0.7727204226898797,4.146944249234456,0.056148105097846276,0.06686322836424217,D
195,2.1765254790892494,4.565605108323225,4.44473517919749,4.173741127833991,4.428055032941575,5.667453129232918,F
196,2.3189913043736894,8.10962850234491,4.014129542342994,1.6252167701887612,2.257598184703508,0.9285671858867351,B
197,2.5969466466622078,1.6381098757723545,4.191032480423947,1.2605005931663031,7.312196650995223,0.9471407376822988,E
198,1.154337391960413,1.9086569958194184,0.07336596257975389,5.3714934150260385,0.7904637728576477,8.305037801510961,F
199,2.2644829186032043,0.8049055457483316,3.5424565988465653,2.41241894145816,2.042879088848193,0.03876053817997057,C
200,1.4999506398914904,4.359838621238679,1.9147321646775457,11.585153348257881,1.8388331847400883,4.214206878840353,D
201,2.0145576345509135,4.846789948076266,2.1033399140148905,0.7385687296574451,3.14853697591161,6.253599485517689,F
202,1.8238057693147725,8.55832414693655,1.733155672067218,0.6441221454374658,6.544710001453491,1.4011948825463425,B
203,2.863160603496293,0.3431451187800567,0.4007826594914686,6.34505339417911,7.744909742492037,1.3050402073551215,E
204,0.24540700114588004,1.5874950260914935,0.4734598729278793,0.24750996781414508,2.7249605063975584,7.308727535353644,F
205,0.16091199619668461,3.396145995070113,3.768803313364601,9.57644774293485,5.165119206221891,0.7911907205408442,D
206,1.694553643654859,3.7413507959325596,2.218861278671947,0.02570608555235629,0.2532992588466252,4.105305938483212,F
207,2.119320484158644,6.71339929935779,4.766908933819507,1.5643199977644116,8.257362587492674,2.941244516026814,E
208,2.4202696401625605,7.491190574643002,3.3169617669852123,5.0032408417521905,2.778493765936014,4.767681874794836,B
209,2.9392079841990313,0.6610743886654193,5.662318863517968,9.643836385570982,1.346880137468851,0.3212912222624314,D
210,3.83199776648353,4.6443130052431005,7.67028446269966,2.6341976254234654,2.226315748555022,7.958277755579073,F
211,1.3145314011118556,0.19612777504972437,7.739848606394538,1.2603473259580378,3.392006927418018,3.7863840122061863,C
212,4.054482890654025,6.3275204946020445,1.7762961910981838,0.10906217259877775,2.4560897539536284,3.9276098262783607,B
213,1.2089364401735618,0.03757273439463208,0.4156174978212409,5.41740424040228,0.3637050376603957,6.8175912950524316,F
214,1.9610740665478368,0.9387913523209824,4.101640332037337,5.993204010375111,12.44509958171744,2.2622025652888818,E
215,1.4184540583805503,2.6571522898037037,1.2903341584318975,10.451364778179435,2.71227115466908,5.3348535200223095,D
216,1.9792561451855049,3.794222203487737,3.3392377067018133,1.5863035500898461,5.520347306251436,2.6795763450863905,E
217,2.9190605096653774,6.920903305137886,5.141274762770922,6.4026795896704485,0.37641101580856606,2.4765904012949433,B
218,0.5790386658812768,0.1730764953014861,1.8795184785349095,2.1575345133085997,7.850268642236275,2.3636600148476212,E
219,1.5706677061757188,0.5751737446325169,1.5097645064059104,10.267500386057062,4.149248508936383,12.263908544594408,F
220,1.093010834159776,3.8028131273832995,0.9877922974406727,4.27165643870354,1.7537490214993732,0.9100708228374442,D
221,1.734461801610774,4.168872013586489,5.223961689054424,2.378789163583471,1.3395274108393302,2.1734782805359028,C
222,0.5114443706955734,5.959951791255002,1.8834172618023026,3.299910192876965,9.675238647721951,0.9150611518118933,E
223,0.5600587859204881,8.344463100759802,1.8121530013184706,7.601912705104087,4.759859448941834,4.109746041432675,B
224,3.8261795907708667,0.7005724507538196,3.310936176986973,8.931546609716598,0.20544249175697957,8.236633957430458,D
225,2.755000021997392,0.6960305966187409,5.128690447846697,1.6778431379166192,3.024585794404666,11.40895666189784,F
226,0.08808128654286672,4.922524120580279,2.2297766822840726,7.277056583296154,11.366060460341727,3.1963548805920348,E
227,3.58287268383427,6.995246904535786,4.5225893380540585,4.294659033775011,1.8069304843124998,3.9959196170584526,B
228,4.166308012304032,3.166773583813923,4.301231810017519,6.376379711230253,3.2871738586467933,2.6191660707017705,D
229,3.8674573127680443,2.9640454034447736,2.298803520363011,2.445226443866127,6.723638199837977,2.583888414716253,E
230,4.025819923353899,4.653594278111425,5.730973332355136,6.095225679964568,2.249868976457515,0.14578108714682608,D
231,1.1135908924199325,7.277790811970994,4.471005280216154,3.649960268685496,1.4663011473323457,4.247937411683461,B
232,3.1667568359703817,1.7382145636145792,8.167248844426823,1.3889201950862358,4.137936812984376,5.040424426721637,C
233,2.9624904447382594,0.6008800249176716,1.264723326638052,6.19990018466098,10.547713976244253,0.324460151309116,E
234,1.0267809108516504,0.8578474442861779,2.8229900288283765,8.943930260829953,2.267720660988082,8.679393973835653,D
235,0.7281039529735824,1.849627235557793,0.07348130242894656,4.592632066530547,6.4806507546188294,2.5357041968803515,E
236,2.5605349854700625,6.880587337492584,4.9529188848333385,1.0928213466910235,4.293544577061828,15.705738879951957,F
237,1.072744541902453,6.326834948232524,1.5025360696988292,2.5142425778364696,0.2959590174798478,1.858981822770124,B
238,0.535316086356901,1.2260492185682477,1.865083495502366,6.992971315804584,4.187089293141073,3.114548250056284,D
239,0.5814425993823058,0.31830450060999793,1.0428162512590733,3.7120409404234214,7.1772095036712775,2.2362424281525635,E
240,2.8964771030738565,3.635022972264503,5.232455637464276,3.9841843966939443,1.1679070609674747,1.9032890519818206,C
241,2.1652038205105293,1.735169698435652,2.2681367467530884,8.44370950201936,1.675098888123925,11.241586603050164,F
242,0.18093099198917145,2.232928992686339,3.5497363162869333,3.2808710530784206,1.1195370756313623,2.087685789930723,C
243,4.873549071122185,1.8293612161993331,1.6280674072205161,0.5677256564649152,8.793324541359153,2.741197014248441,E
244,4.301399666435136,10.203333347737383,3.0179176969385444,4.298751293051498,1.27115264027482,5.156245702634819,B
245,4.417920801752755,2.1154676732196553,2.2043909575103346,2.18330557908656,3.4498257975260183,3.0031101929757615,A
246,0.6117214037550902,4.3395162046473015,2.5569408181964564,14.552606331116039,8.201968991048492,8.897771436822351,D
247,0.3097715453547497,2.7265567310236336,3.950191687056031,3.8424873606824215,2.9912780603827978,11.604159720892625,F
248,0.5811892344902796,1.735865418543999,4.852625798499387,3.229804540116973,7.999381527031845,2.5696344159020565,E
249,1.6850575913226056,4.357173621949214,1.2263933066092172,1.579419653622804,2.428849695114315,4.373390316782774,F
250,0.6095653538601015,0.3762212629474534,4.720791268396298,4.400255543549233,4.6129708422587035,3.090591125713611,C
251,2.541587691672856,10.057264879752948,1.6712559289238846,4.200228796096822,8.515661501958766,1.0270004013680714,B
252,0.3393505905182833,3.053049399969636,2.912001347529702,3.0448444900840923,9.705733735262372,4.737852287142868,E
253,1.7432587839907059,2.4030726995810516,2.362454114543024,2.4905829266397,3.3677377714332017,5.582860791050937,F
